name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,size_score,star_planet_interaction,mass_multiplier_squared,radius_multiplier_squared,orbital_radius_squared,orbital_radius_bin,expanded_planet_type,habitable_zone
Kepler-1663 b,1102.0,16.069,Neptune-like,2020,10.9,Earth,0.295,Jupiter,0.1072,0.048186176,0.0,Transit,3.2155,1.7225968,118.81,0.08702499999999999,0.011491840000000001,Close,Neptune-like - Close,Inside
Kepler-1664 b,2044.0,13.621,Neptune-like,2020,9.45,Earth,0.271,Jupiter,0.1137,0.03942505,0.0,Transit,2.56095,1.5487077,89.30249999999998,0.073441,0.012927689999999999,Close,Neptune-like - Close,Inside
Kepler-1665 b,1094.0,13.737,Neptune-like,2020,8.44,Earth,0.253,Jupiter,0.1006,0.03285421,0.0,Transit,2.13532,1.3819422,71.2336,0.064009,0.010120359999999998,Close,Neptune-like - Close,Inside
Kepler-1666 b,4500.0,15.104,Neptune-like,2020,8.66,Earth,0.257,Jupiter,0.1761,0.07063655,0.0,Transit,2.22562,2.6598144,74.9956,0.066049,0.03101121,Close,Neptune-like - Close,Inside
Kepler-1666 c,4500.0,15.104,Neptune-like,2020,10.5,Earth,0.289,Jupiter,0.2383,0.111430526,0.0,Transit,3.0345,3.5992832,110.25,0.08352099999999998,0.056786890000000007,Close,Neptune-like - Close,Inside
Kepler-1667 b,2045.0,13.52,Neptune-like,2020,9.19,Earth,0.266,Jupiter,0.4256,0.22888432,0.0,Transit,2.44454,5.754111999999999,84.45609999999999,0.07075600000000001,0.18113536,Close,Neptune-like - Close,Inside
Kepler-1668 b,4357.0,15.792,Neptune-like,2020,17.4,Earth,0.388,Jupiter,0.124,0.042162903,0.0,Transit,6.7512,1.958208,302.75999999999993,0.150544,0.015375999999999999,Close,Neptune-like - Close,Inside
Kepler-1669 b,1773.0,16.473,Neptune-like,2020,8.15,Earth,0.248,Jupiter,0.0745,0.026009582,0.0,Transit,2.0212,1.2272385,66.4225,0.061503999999999996,0.00555025,Close,Neptune-like - Close,Inside
Kepler-1669 c,1773.0,16.473,Super Earth,2021,4.27,Earth,1.901,Earth,0.0228,0.0043805614,0.0,Transit,8.11727,0.3755844,18.232899999999997,3.613801,0.00051984,Close,Super Earth - Close,Inside
Kepler-166 b,1969.0,14.857,Neptune-like,2014,5.77,Earth,0.203,Jupiter,0.072,0.021081451,0.0,Transit,1.17131,1.0697039999999998,33.292899999999996,0.041209,0.005183999999999999,Close,Neptune-like - Close,Inside
Kepler-166 c,1969.0,14.857,Neptune-like,2014,6.26,Earth,0.212,Jupiter,0.195,0.09390828,0.0,Transit,1.3271199999999999,2.897115,39.187599999999996,0.044944,0.038025,Close,Neptune-like - Close,Inside
Kepler-166 d,1969.0,14.857,Super Earth,2016,3.64,Earth,1.73,Earth,0.0246,0.0043805614,0.0,Transit,6.2972,0.3654822,13.249600000000001,2.9929,0.00060516,Close,Super Earth - Close,Inside
Kepler-1670 b,6739.0,15.743,Neptune-like,2020,11.2,Earth,0.299,Jupiter,0.1528,0.056125943,0.0,Transit,3.3487999999999998,2.4055304,125.43999999999998,0.089401,0.023347839999999998,Close,Neptune-like - Close,Inside
Kepler-1671 b,1165.0,13.439,Super Earth,2020,2.32,Earth,1.326,Earth,0.0491,0.011498973,0.0,Transit,3.07632,0.6598549,5.3824,1.7582760000000002,0.0024108099999999998,Close,Super Earth - Close,Inside
Kepler-1672 b,1276.0,12.548,Neptune-like,2020,9.11,Earth,0.265,Jupiter,0.5726,0.41314167,0.0,Transit,2.41415,7.1849848,82.9921,0.07022500000000001,0.32787076,Close,Neptune-like - Close,Inside
Kepler-1673 b,2372.0,13.783,Neptune-like,2020,8.93,Earth,0.262,Jupiter,0.2127,0.092539355,0.0,Transit,2.33966,2.9316440999999998,79.7449,0.06864400000000001,0.04524129,Close,Neptune-like - Close,Inside
Kepler-1674 b,3303.0,15.697,Neptune-like,2020,10.4,Earth,0.286,Jupiter,0.3017,0.17138946,0.0,Transit,2.9743999999999997,4.7357849000000005,108.16000000000001,0.08179599999999998,0.09102289000000001,Close,Neptune-like - Close,Inside
Kepler-1675 b,2124.0,13.672,Neptune-like,2020,9.93,Earth,0.279,Jupiter,0.3076,0.1724846,0.0,Transit,2.77047,4.2055072,98.6049,0.07784100000000002,0.09461776,Close,Neptune-like - Close,Inside
Kepler-1676 b,,13.485,Neptune-like,2020,11.3,Earth,0.301,Jupiter,0.1954,0.081861734,0.0,Transit,3.4013,2.634969,127.69000000000001,0.09060099999999999,0.03818116,Close,Neptune-like - Close,Inside
Kepler-1677 b,2399.0,13.806,Neptune-like,2020,7.76,Earth,0.241,Jupiter,0.1624,0.060506504,0.0,Transit,1.8701599999999998,2.2420943999999996,60.2176,0.058080999999999994,0.026373759999999996,Close,Neptune-like - Close,Inside
Kepler-1678 b,2764.0,15.02,Neptune-like,2020,10.9,Earth,0.295,Jupiter,0.5302,0.4052019,0.0,Transit,3.2155,7.963604,118.81,0.08702499999999999,0.28111204,Close,Neptune-like - Close,Inside
Kepler-1679 b,2966.0,15.327,Super Earth,2020,4.93,Earth,2.069,Earth,0.0892,0.026830938,0.0,Transit,10.20017,1.3671684,24.304899999999996,4.280761,0.007956640000000001,Close,Super Earth - Close,Inside
Kepler-167 b,1115.0,14.284,Super Earth,2014,3.6,Earth,1.718,Earth,0.04825,0.012046544,0.0,Transit,6.1848,0.689203,12.96,2.951524,0.0023280625000000003,Close,Super Earth - Close,Inside
Kepler-167 c,1115.0,14.284,Super Earth,2014,3.44,Earth,1.674,Earth,0.0684,0.020260096,0.0,Transit,5.758559999999999,0.9770256,11.833599999999999,2.802276,0.00467856,Close,Super Earth - Close,Inside
Kepler-167 d,1115.0,14.284,Super Earth,2016,2.06,Earth,1.238,Earth,0.1404,0.059685145,0.0,Transit,2.55028,2.0054736,4.2436,1.532644,0.01971216,Close,Super Earth - Close,Inside
Kepler-167 e,1115.0,14.284,Gas Giant,2016,1.01,Jupiter,0.906,Jupiter,1.883,2.9,0.29,Transit,0.91506,26.896772000000002,1.0201,0.820836,3.545689,Close,Gas Giant - Close,Outside
Kepler-1680 b,1012.0,13.85,Super Earth,2020,2.42,Earth,1.36,Earth,0.0784,0.024093088,0.0,Transit,3.2912000000000003,1.08584,5.8564,1.8496000000000004,0.00614656,Close,Super Earth - Close,Inside
Kepler-1681 b,2474.0,14.646,Neptune-like,2020,7.05,Earth,0.228,Jupiter,0.32,0.19137578,0.0,Transit,1.6074,4.68672,49.7025,0.051984,0.1024,Close,Neptune-like - Close,Inside
Kepler-1682 b,3783.0,15.907,Neptune-like,2020,8.7,Earth,0.258,Jupiter,0.1134,0.04052019,0.0,Transit,2.2445999999999997,1.8038538,75.68999999999998,0.066564,0.01285956,Close,Neptune-like - Close,Inside
Kepler-1683 b,2392.0,14.962,Super Earth,2020,4.17,Earth,1.875,Earth,0.1182,0.04106776,0.0,Transit,7.81875,1.7685084,17.3889,3.515625,0.01397124,Close,Super Earth - Close,Inside
Kepler-1684 b,2029.0,15.951,Neptune-like,2020,8.6,Earth,0.256,Jupiter,0.2253,0.13059549,0.0,Transit,2.2016,3.5937603,73.96,0.065536,0.05076009,Close,Neptune-like - Close,Inside
Kepler-1685 b,3725.0,16.096,Neptune-like,2020,7.16,Earth,0.23,Jupiter,0.1485,0.056125943,0.0,Transit,1.6468,2.390256,51.2656,0.0529,0.02205225,Close,Neptune-like - Close,Inside
Kepler-1686 b,2381.0,13.661,Super Earth,2020,2.62,Earth,1.426,Earth,0.0866,0.025462013,0.0,Transit,3.73612,1.1830425999999998,6.864400000000001,2.033476,0.00749956,Close,Super Earth - Close,Inside
Kepler-1687 b,1360.0,15.928,Super Earth,2020,3.38,Earth,1.656,Earth,0.0532,0.015879534,0.0,Transit,5.59728,0.8473696000000001,11.424399999999999,2.742336,0.00283024,Close,Super Earth - Close,Inside
Kepler-1688 b,1851.0,14.142,Super Earth,2020,2.13,Earth,1.262,Earth,0.0577,0.015331964,0.0,Transit,2.6880599999999997,0.8159934,4.536899999999999,1.592644,0.00332929,Close,Super Earth - Close,Inside
Kepler-1689 b,959.0,12.227,Terrestrial,2020,0.799,Earth,0.947,Earth,0.0798,0.023271732,0.0,Transit,0.756653,0.9757146,0.6384010000000001,0.8968089999999999,0.006368039999999999,Close,Terrestrial - Close,Inside
Kepler-168 b,4383.0,14.842,Super Earth,2014,2.73,Earth,1.46,Earth,0.056,0.012046544,0.0,Transit,3.9858,0.831152,7.4529,2.1315999999999997,0.0031360000000000003,Close,Super Earth - Close,Inside
Kepler-168 c,4383.0,14.842,Neptune-like,2014,7.7,Earth,0.24,Jupiter,0.116,0.03613963,0.0,Transit,1.8479999999999999,1.721672,59.290000000000006,0.0576,0.013456000000000001,Close,Neptune-like - Close,Inside
Kepler-1690 b,2296.0,14.882,Neptune-like,2020,8.3,Earth,0.251,Jupiter,0.7097,0.64229983,0.0,Transit,2.0833000000000004,10.5617554,68.89000000000001,0.063001,0.50367409,Close,Neptune-like - Close,Inside
Kepler-1691 b,4135.0,14.893,Super Earth,2020,4.02,Earth,1.835,Earth,0.0495,0.010403832,0.0,Transit,7.376699999999999,0.7372035000000001,16.160399999999996,3.367225,0.00245025,Close,Super Earth - Close,Inside
Kepler-1692 b,1928.0,14.674,Super Earth,2020,1.42,Earth,1.112,Earth,0.0646,0.016427105,0.0,Transit,1.57904,0.9479404,2.0164,1.2365440000000003,0.00417316,Close,Super Earth - Close,Inside
Kepler-1693 b,2479.0,14.857,Super Earth,2020,2.21,Earth,1.289,Earth,0.1011,0.033127997,0.0,Transit,2.84869,1.5020426999999998,4.8841,1.6615209999999998,0.01022121,Close,Super Earth - Close,Inside
Kepler-1693 c,2479.0,14.857,Terrestrial,2021,0.894,Earth,0.977,Earth,0.0588,0.014784395,0.0,Transit,0.873438,0.8735915999999999,0.7992360000000001,0.954529,0.00345744,Close,Terrestrial - Close,Inside
Kepler-1694 b,1674.0,14.901,Super Earth,2020,1.76,Earth,1.18,Earth,0.0449,0.010677618,0.0,Transit,2.0768,0.6690549,3.0976,1.3923999999999999,0.0020160100000000004,Close,Super Earth - Close,Inside
Kepler-1695 b,2581.0,14.762,Super Earth,2020,1.46,Earth,1.119,Earth,0.0529,0.012867898,0.0,Transit,1.63374,0.7809098000000001,2.1315999999999997,1.252161,0.0027984100000000003,Close,Super Earth - Close,Inside
Kepler-1696 b,4914.0,15.505,Neptune-like,2020,8.29,Earth,0.251,Jupiter,0.3244,0.18042438,0.0,Transit,2.08079,5.029822,68.72409999999999,0.063001,0.10523536000000001,Close,Neptune-like - Close,Inside
Kepler-1697 b,808.0,13.556,Super Earth,2020,2.12,Earth,1.26,Earth,0.2008,0.091718,0.0,Transit,2.6712000000000002,2.7220448,4.494400000000001,1.5876000000000001,0.040320640000000005,Close,Super Earth - Close,Inside
Kepler-1698 b,725.0,13.054,Super Earth,2020,1.25,Earth,1.073,Earth,0.0203,0.003285421,0.0,Transit,1.34125,0.26499619999999996,1.5625,1.1513289999999998,0.00041208999999999994,Close,Super Earth - Close,Inside
Kepler-1699 b,2671.0,14.836,Super Earth,2020,3.08,Earth,1.567,Earth,0.0418,0.009582478,0.0,Transit,4.82636,0.6201447999999999,9.4864,2.455489,0.0017472399999999997,Close,Super Earth - Close,Inside
Kepler-169 b,1326.0,14.424,Super Earth,2014,1.51,Earth,1.13,Earth,0.04,0.009034907,0.0,Transit,1.7063,0.57696,2.2801,1.2768999999999997,0.0016,Close,Super Earth - Close,Inside
Kepler-169 c,1326.0,14.424,Super Earth,2014,1.92,Earth,1.21,Earth,0.062,0.016974675,0.0,Transit,2.3232,0.894288,3.6864,1.4641,0.0038439999999999998,Close,Super Earth - Close,Inside
Kepler-169 d,1326.0,14.424,Super Earth,2014,2.1,Earth,1.25,Earth,0.075,0.022724163,0.0,Transit,2.625,1.0817999999999999,4.41,1.5625,0.005625,Close,Super Earth - Close,Inside
Kepler-169 e,1326.0,14.424,Neptune-like,2014,5.48,Earth,2.2,Earth,0.105,0.03778234,0.0,Transit,12.056000000000003,1.5145199999999999,30.030400000000004,4.840000000000001,0.011024999999999998,Close,Neptune-like - Close,Inside
Kepler-169 f,1326.0,14.424,Neptune-like,2014,7.18,Earth,0.23,Jupiter,0.359,0.2384668,0.0,Transit,1.6514,5.178216,51.5524,0.0529,0.128881,Close,Neptune-like - Close,Inside
Kepler-16 b,245.0,12.144,Gas Giant,2011,0.333,Jupiter,0.754,Jupiter,0.7048,0.62642026,0.01,Transit,0.251082,8.5590912,0.11088900000000002,0.568516,0.49674303999999997,Close,Gas Giant - Close,Inside
Kepler-1700 b,2341.0,13.764,Neptune-like,2020,8.76,Earth,0.259,Jupiter,0.7576,0.64120466,0.0,Transit,2.26884,10.4276064,76.7376,0.067081,0.5739577600000001,Close,Neptune-like - Close,Inside
Kepler-1701 b,1905.0,14.722,Neptune-like,2020,5.57,Earth,2.222,Earth,0.5608,0.46297058,0.0,Transit,12.37654,8.256097599999999,31.024900000000002,4.937284,0.31449663999999994,Close,Neptune-like - Close,Inside
Kepler-1702 b,2796.0,16.231,Super Earth,2020,3.2,Earth,1.602,Earth,0.1275,0.05065024,0.0,Transit,5.1264,2.0694525,10.240000000000002,2.5664040000000004,0.01625625,Close,Super Earth - Close,Inside
Kepler-1704 b,2725.0,13.392,Gas Giant,2013,4.16,Jupiter,1.066,Jupiter,2.027,2.7,0.92,Transit,4.43456,27.145584,17.305600000000002,1.1363560000000001,4.108729,Close,Gas Giant - Close,Outside
Kepler-1705 b,5328.0,15.8,Neptune-like,2014,4.47,Earth,2.03,Earth,0.08,0.024640657,0.03,Transit,9.074099999999998,1.264,19.9809,4.120899999999999,0.0064,Close,Neptune-like - Close,Inside
Kepler-1705 c,5328.0,15.8,Super Earth,2021,5.42,Earth,2.05,Earth,,0.030937715,0.03,Transit,11.110999999999999,,29.3764,4.2025,,nan,Super Earth - nan,
Kepler-1708 b,5437.0,15.823,Gas Giant,2021,4.6,Jupiter,0.889,Jupiter,1.64,2.0,0.4,Transit,4.0893999999999995,25.94972,21.159999999999997,0.790321,2.6895999999999995,Close,Gas Giant - Close,On the Edge
Kepler-1709 b,894.0,11.642,Neptune-like,2021,9.93,Earth,0.279,Jupiter,0.3192,0.17987679,0.0,Transit,2.77047,3.7161264,98.6049,0.07784100000000002,0.10188863999999999,Close,Neptune-like - Close,Inside
Kepler-170 b,2409.0,14.344,Gas Giant,2014,0.26,Jupiter,0.285,Jupiter,0.08,0.02162902,0.0,Transit,0.0741,1.1475199999999999,0.06760000000000001,0.08122499999999999,0.0064,Close,Gas Giant - Close,Inside
Kepler-170 c,2409.0,14.344,Neptune-like,2014,8.55,Earth,0.255,Jupiter,0.131,0.045722112,0.0,Transit,2.18025,1.879064,73.1025,0.065025,0.017161000000000003,Close,Neptune-like - Close,Inside
Kepler-1710 b,996.0,12.695,Neptune-like,2021,10.3,Earth,0.285,Jupiter,0.1159,0.040793974,0.0,Transit,2.9354999999999998,1.4713505,106.09000000000002,0.08122499999999999,0.01343281,Close,Neptune-like - Close,Inside
Kepler-1711 b,1925.0,13.298,Super Earth,2021,4.36,Earth,1.923,Earth,0.1463,0.057768654,0.0,Transit,8.38428,1.9454974000000003,19.009600000000002,3.6979290000000002,0.021403690000000003,Close,Super Earth - Close,Inside
Kepler-1712 b,510.0,14.946,Neptune-like,2021,5.83,Earth,0.204,Jupiter,0.0903,0.03778234,0.0,Transit,1.18932,1.3496238,33.9889,0.04161599999999999,0.008154090000000001,Close,Neptune-like - Close,Inside
Kepler-1713 b,963.0,11.065,Super Earth,2021,3.59,Earth,1.717,Earth,0.1469,0.049281314,0.0,Transit,6.16403,1.6254484999999999,12.8881,2.9480890000000004,0.021579610000000003,Close,Super Earth - Close,Inside
Kepler-1714 b,1336.0,11.041,Neptune-like,2021,10.7,Earth,0.291,Jupiter,0.1047,0.028199865,0.0,Transit,3.1136999999999997,1.1559927,114.48999999999998,0.08468099999999999,0.01096209,Close,Neptune-like - Close,Inside
Kepler-1715 b,1705.0,12.881,Neptune-like,2021,16.0,Earth,0.369,Jupiter,0.2178,0.09746748,0.0,Transit,5.904,2.8054818,256.0,0.136161,0.047436839999999994,Close,Neptune-like - Close,Inside
Kepler-1716 b,638.0,13.129,Neptune-like,2021,6.46,Earth,0.216,Jupiter,0.1916,0.09746748,0.0,Transit,1.39536,2.5155163999999997,41.7316,0.046655999999999996,0.036710559999999996,Close,Neptune-like - Close,Inside
Kepler-1717 b,3291.0,13.323,Neptune-like,2021,9.21,Earth,0.267,Jupiter,0.2014,0.08405202,0.0,Transit,2.4590700000000005,2.6832522,84.82410000000002,0.071289,0.04056196,Close,Neptune-like - Close,Inside
Kepler-1718 b,1225.0,12.821,Neptune-like,2021,7.12,Earth,0.229,Jupiter,0.4878,0.37015742,0.0,Transit,1.6304800000000002,6.2540838,50.6944,0.052441,0.23794884000000002,Close,Neptune-like - Close,Inside
Kepler-1719 b,2953.0,13.478,Neptune-like,2021,14.8,Earth,0.352,Jupiter,0.0674,0.01670089,0.0,Transit,5.2096,0.9084172,219.04000000000002,0.12390399999999999,0.00454276,Close,Neptune-like - Close,Inside
Kepler-171 b,2818.0,15.101,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.05,0.011498973,0.0,Transit,1.27072,0.7550500000000001,36.9664,0.043681,0.0025000000000000005,Close,Neptune-like - Close,Inside
Kepler-171 c,2818.0,15.101,Neptune-like,2014,7.08,Earth,0.228,Jupiter,0.098,0.031485286,0.0,Transit,1.6142400000000001,1.4798980000000002,50.126400000000004,0.051984,0.009604000000000001,Close,Neptune-like - Close,Inside
Kepler-171 d,2818.0,15.101,Super Earth,2014,4.23,Earth,1.89,Earth,0.223,0.10841889,0.0,Transit,7.994700000000001,3.3675230000000003,17.892900000000004,3.5721,0.049729,Close,Super Earth - Close,Inside
Kepler-1720 b,2053.0,14.822,Neptune-like,2021,10.4,Earth,0.287,Jupiter,0.1043,0.034770705,0.0,Transit,2.9848,1.5459346,108.16000000000001,0.08236899999999998,0.010878490000000001,Close,Neptune-like - Close,Inside
Kepler-1721 b,2092.0,15.085,Neptune-like,2021,9.9,Earth,0.278,Jupiter,0.0519,0.012594113,0.0,Transit,2.7522,0.7829115000000001,98.01,0.07728400000000002,0.0026936100000000004,Close,Neptune-like - Close,Inside
Kepler-1722 b,2519.0,14.997,Neptune-like,2021,8.58,Earth,0.256,Jupiter,0.0819,0.025188226,0.0,Transit,2.19648,1.2282543,73.6164,0.065536,0.00670761,Close,Neptune-like - Close,Inside
Kepler-1723 b,2646.0,14.383,Neptune-like,2021,8.65,Earth,0.257,Jupiter,0.2249,0.10896646,0.0,Transit,2.22305,3.2347366999999996,74.8225,0.066049,0.050580009999999995,Close,Neptune-like - Close,Inside
Kepler-1724 b,3460.0,14.961,Neptune-like,2021,8.43,Earth,0.253,Jupiter,0.0683,0.01779603,0.0,Transit,2.13279,1.0218363,71.0649,0.064009,0.00466489,Close,Neptune-like - Close,Inside
Kepler-1725 b,1822.0,13.153,Neptune-like,2021,8.31,Earth,0.251,Jupiter,0.1302,0.045722112,0.0,Transit,2.08581,1.7125206000000002,69.05610000000001,0.063001,0.01695204,Close,Neptune-like - Close,Inside
Kepler-1726 b,1274.0,13.851,Neptune-like,2021,6.84,Earth,0.224,Jupiter,0.1306,0.050376453,0.0,Transit,1.53216,1.8089406000000001,46.785599999999995,0.050176000000000005,0.01705636,Close,Neptune-like - Close,Inside
Kepler-1727 b,2917.0,15.751,Neptune-like,2021,10.2,Earth,0.283,Jupiter,0.0796,0.024640657,0.0,Transit,2.8865999999999996,1.2537796,104.03999999999999,0.08008899999999998,0.00633616,Close,Neptune-like - Close,Inside
Kepler-1728 b,2126.0,15.279,Neptune-like,2021,9.04,Earth,0.264,Jupiter,0.0535,0.013141684,0.0,Transit,2.38656,0.8174265,81.72159999999998,0.06969600000000001,0.0028622499999999998,Close,Neptune-like - Close,Inside
Kepler-1729 b,1880.0,15.676,Neptune-like,2021,14.4,Earth,0.347,Jupiter,0.0418,0.011498973,0.0,Transit,4.9967999999999995,0.6552568,207.36,0.12040899999999999,0.0017472399999999997,Close,Neptune-like - Close,Inside
Kepler-172 b,2703.0,14.703,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.04,0.007939767,0.0,Transit,1.2852,0.58812,37.4544,0.04409999999999999,0.0016,Close,Neptune-like - Close,Inside
Kepler-172 c,2703.0,14.703,Neptune-like,2014,8.55,Earth,0.255,Jupiter,0.068,0.017522246,0.0,Transit,2.18025,0.999804,73.1025,0.065025,0.0046240000000000005,Close,Neptune-like - Close,Inside
Kepler-172 d,2703.0,14.703,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.118,0.039972622,0.0,Transit,1.14369,1.7349539999999999,32.3761,0.040401000000000006,0.013923999999999999,Close,Neptune-like - Close,Inside
Kepler-172 e,2703.0,14.703,Neptune-like,2014,8.05,Earth,0.246,Jupiter,0.211,0.09609856,0.0,Transit,1.9803000000000002,3.102333,64.80250000000001,0.060516,0.044521,Close,Neptune-like - Close,Inside
Kepler-1730 b,4655.0,15.478,Neptune-like,2021,18.4,Earth,0.4,Jupiter,0.1131,0.03778234,0.0,Transit,7.359999999999999,1.7505618,338.55999999999995,0.16000000000000003,0.012791610000000002,Close,Neptune-like - Close,Inside
Kepler-1731 b,554.0,12.742,Neptune-like,2021,8.92,Earth,0.262,Jupiter,0.1401,0.059685145,0.0,Transit,2.33704,1.7851542000000002,79.5664,0.06864400000000001,0.01962801,Close,Neptune-like - Close,Inside
Kepler-1732 b,4206.0,14.884,Neptune-like,2021,15.7,Earth,0.366,Jupiter,0.2015,0.08843258,0.0,Transit,5.7462,2.9991260000000004,246.48999999999998,0.133956,0.040602250000000006,Close,Neptune-like - Close,Inside
Kepler-1733 b,6787.0,15.612,Neptune-like,2021,12.8,Earth,0.324,Jupiter,0.0933,0.025188226,0.0,Transit,4.147200000000001,1.4565995999999999,163.84000000000003,0.104976,0.008704889999999998,Close,Neptune-like - Close,Inside
Kepler-1734 b,4837.0,15.598,Neptune-like,2021,9.74,Earth,0.276,Jupiter,0.0714,0.018617386,0.0,Transit,2.6882400000000004,1.1136972,94.86760000000001,0.07617600000000001,0.00509796,Close,Neptune-like - Close,Inside
Kepler-1735 b,800.0,15.896,Super Earth,2021,1.84,Earth,1.194,Earth,0.0621,0.021081451,0.0,Transit,2.19696,0.9871416000000001,3.3856,1.425636,0.0038564100000000002,Close,Super Earth - Close,Inside
Kepler-1736 b,4665.0,14.808,Neptune-like,2021,14.3,Earth,0.346,Jupiter,0.2188,0.103490755,0.0,Transit,4.9478,3.2399904,204.49,0.11971599999999999,0.047873439999999996,Close,Neptune-like - Close,Inside
Kepler-1737 b,,15.498,Neptune-like,2021,25.1,Earth,0.481,Jupiter,0.297,0.17686516,0.0,Transit,12.0731,4.602906,630.0100000000001,0.23136099999999998,0.088209,Close,Neptune-like - Close,Inside
Kepler-1738 b,4250.0,15.649,Neptune-like,2021,8.37,Earth,0.252,Jupiter,0.0781,0.021081451,0.0,Transit,2.10924,1.2221869,70.05689999999998,0.063504,0.00609961,Close,Neptune-like - Close,Inside
Kepler-1739 b,2556.0,14.899,Neptune-like,2021,6.48,Earth,0.217,Jupiter,0.0697,0.019986311,0.0,Transit,1.40616,1.0384603,41.99040000000001,0.047089,0.00485809,Close,Neptune-like - Close,Inside
Kepler-173 b,2718.0,14.357,Super Earth,2014,2.21,Earth,1.29,Earth,0.048,0.011772759,0.0,Transit,2.8509,0.689136,4.8841,1.6641000000000001,0.002304,Close,Super Earth - Close,Inside
Kepler-173 c,2718.0,14.357,Neptune-like,2014,6.48,Earth,0.217,Jupiter,0.074,0.021902807,0.0,Transit,1.40616,1.0624179999999999,41.99040000000001,0.047089,0.005475999999999999,Close,Neptune-like - Close,Inside
Kepler-1740 b,3463.0,15.454,Neptune-like,2021,11.0,Earth,0.296,Jupiter,0.0779,0.022450376,0.0,Transit,3.256,1.2038666,121.0,0.08761599999999999,0.00606841,Close,Neptune-like - Close,Inside
Kepler-1741 b,883.0,16.154,Super Earth,2021,2.16,Earth,1.273,Earth,0.0296,0.007665982,0.0,Transit,2.74968,0.47815840000000004,4.6656,1.6205289999999997,0.0008761600000000001,Close,Super Earth - Close,Inside
Kepler-1742 b,2184.0,14.512,Neptune-like,2021,5.38,Earth,2.178,Earth,0.2587,0.13552362,0.0,Transit,11.71764,3.7542543999999998,28.944399999999998,4.743684,0.06692569,Close,Neptune-like - Close,Inside
